지역,가맹점명,분류,주소,전화번호
강원 ,강원 화천 파로호생태마을,관광지,강원 화천군 간동면 파로호로 758-54 ,033-442-0524
전남 ,전남 나주 송촌한라봉마을,관광지,전남 나주시 송현길 69 송촌한라봉 정보화마을 ,061-333-0126
부산 ,부산 연제 토곡빌,관광지,부산 연제구 고분로 200 연산엘지아파트 관리사무소내 3층 ,051-665-4993
경남 ,경남 남해 지족갯마을,관광지,경남 남해군 삼동면 삼이로24번길 39 지족갯마을마을정보센터 ,055-867-1277
전북 ,전북 임실 치즈마을,관광지,전북 임실군 임실읍 치즈마을1길 4 치즈마을 사무실 ,063-643-3700
강원 ,강원 강릉 대기리마을,관광지,강원 강릉시 왕산면 용수길 11 ,033-647-2540
경남 ,경남 거창 가남마을,관광지,경남 거창군 가조면 지산로 1242 ,055-940-3840
경기 ,경기 양주 천생연분마을,관광지,경기 양주시 장흥면 일영로502번길 105 마을정보센터 ,031-855-6223
강원 ,강원 양양 송천떡마을,관광지,강원 양양군 서면 떡마을길 107 ,033-673-7020
전남 ,전남 순천 낙안배이곡마을,관광지,전남 순천시 낙안면 이곡1길 49 ,061-751-8989
강원 ,강원 강릉 해살이마을,관광지,강원 강릉시 사천면 중앙서로 557-1 ,033-648-8123
강원 ,강원 춘천 섬배마을,관광지,강원 춘천시 남산면  섬배안길 65 ,033-250-4460
경북 ,경북 상주 모동반계포도마을,관광지,경북 상주시 모동면 반계2길 13-1 ,054-533-7068
강원 ,강원 삼척 산양마을,관광지,강원 삼척시 원덕읍 산양서원1길 89 ,033-572-8658
강원 ,강원 평창 계촌마을,관광지,강원 평창군 방림면 계촌길 101 ,070-7781-4847
전남 ,전남 고흥 명천바다목장마을,관광지,전남 고흥군 금산면 명천길 39 ,061-843-1800
충남 ,충남 논산 강경젓갈타운,관광지,충남 논산시 강경읍 계백로167번길 4 나동 강경젓갈타운 정보화마을 ,041-746-8984
충남 ,충남 청양 칠갑산가파마을,관광지,충남 청양군 대치면 가파로 506-6 ,041-940-2401
경남 ,경남 고성 송천참다래마을,관광지,경남 고성군 하일면 자란만로 1612-3 ,070-7767-8622
경기 ,경기 파주 산머루마을,관광지,경기 파주시 적성면 윗배우니길 194 객현1리마을회관 파주 산머루마을 ,031-958-3600
경기 ,경기 안성 구메농사마을,관광지,경기 안성시 죽산면 임꺽정길 51-7 ,070-7098-3096
전남 ,전남 광양 옥실마을,관광지,전남 광양시 옥곡면 대죽1길 78 ,061-772-5988
충남 ,충남 태안 별주부마을,관광지,충남 태안군 남면 별주부길 102 ,041-672-3359
충남 ,충남 태안 볏가리마을,관광지,충남 태안군 이원면 볏가리길 62 ,041-672-7296
제주 ,제주 서귀포 한남감귤마을,관광지,제주 서귀포시 남원읍 남한로 431 한남감귤 정보화마을 ,064-764-3184
전남 ,전남 완도 보길도예송마을,관광지,전남 완도군 보길면 예송로 278번길 25-2 완도 보길도예송마을 ,061-553-5899
경기 ,경기 포천 숯골마을,관광지,경기 포천시 관인면 관인로 10-11 숯골 정보화마을 ,031-532-7796
강원 ,강원 철원 토성민속마을,관광지,강원 철원군 갈말읍 토성길 98 ,070-8801-1204
경기 ,경기 양평 친환경마을,관광지,경기 양평군 강하면 운심길47번길 5 ,031-770-2755
경기 ,경기 양평 학곡마을,관광지,경기 양평군 강상면 학곡양지말길 35-4 학곡 정보화마을 ,031-771-1466
경남 ,경남 함양 음정토봉마을,관광지,경남 함양군 마천면 음정길 29 ,055-963-1771
강원 ,강원 강릉 한울타리마을,관광지,강원 강릉시 옥계면 풍동로 406 ,033-535-0799
전남 ,전남 보성 벌교부농마을,관광지,전남 보성군 벌교읍 채동선로 724 ,061-857-5278
충남 ,충남 보령 쌈지촌마을,관광지,충남 보령시 천북면 삼산농현길 147-17 ,041-641-7744
전북 ,전북 진안 천반산구리고을,관광지,전북 진안군 동향면 진성로 1796 ,063-432-9977
강원 ,연곡해변솔향기캠핑장,관광지,강원도 강릉시 연곡면 해안로 1282 연곡해수욕장관리실 외 6필지,033-662-2900
강원 ,강원 정선 솔돌마을,관광지,강원 정선군 북평면 와가길 25 ,033-563-5945
경북 ,경북 청송 주왕산사과마을,관광지,경북 청송군 주왕산면 부동로 1011-26 ,054-873-0123
경기 ,경기 화성 궁평리마을,관광지,경기 화성시 서신면 궁평항로 1069-11 ,031-356-7339
경남 ,경남 진주 대암초록마을,관광지,경남 진주시 집현면 진산로 1141 대암초록정보화마을 ,055-746-1864
충북 ,충북 제천 청풍관광마을,관광지,충북 제천시 청풍면 배시론로 3 ,043-641-4939
경북 ,경북 안동 하회마을,관광지,경북 안동시 풍천면 기산구장길 69-7 2층 ,054-841-2896
경북 ,경북 봉화 춘양목송이마을,관광지,경북 봉화군 춘양면 골마길 3 춘양목송이 정보화마을 ,054-674-1030
경남 ,경남 통영 학림섬마을,관광지,경남 통영시 산양읍 학림길 99 ,055-642-1917
충북 ,충북 단양 소백산산촌마을,관광지,충북 단양군 가곡면 새밭로 808 소백산산촌 정보화마을 ,070-4634-2497
경남 ,경남 창녕 성곡친환경마을,관광지,경남 창녕군 성산면 연당대산로 38 ,055-532-0334
충북 ,충북 증평 장이익어가는마을,관광지,충북 증평군 증평읍 송티로 76-12 ,043-835-3894
전북 ,전북 김제 황토마을,관광지,전북 김제시 용지면 예촌3길 10-4 ,063-545-8750
강원 ,강원 홍천 서각마을,관광지,강원 홍천군 내면 여차동길 531 ,070-8885-1918
전북 ,전북 김제 수록골마을,관광지,전북 김제시 백산면 수록골길 50-10 수록골 정보화마을 ,063-546-7070
전남 ,전남 영광 용암마을,관광지,전남 영광군 군남면 육창로1길 50-1 ,061-351-0878
강원 ,강원 화천 풍산마을,관광지,강원 화천군 화천읍 평화로 1260-13 ,033-442-2002
강원 ,강원 철원 두루미평화마을,관광지,강원 철원군 철원읍 대마길 40 ,033-455-4398
경북 ,경북 의성 토종마늘마을,관광지,경북 의성군 춘산면 사미신감로 50-7 ,054-832-7110
경기 ,경기 안산 대부도종현마을,관광지,경기 안산시 단원구 구봉길 240 ,032-886-6044
경북 ,경북 영주 풍기인삼마을,관광지,경북 영주시 풍기읍 인삼로 8 풍기인삼 정보화마을 ,054-633-4976
전남 ,전남 장흥 키조개마을,관광지,전남 장흥군 안양면 수문용곡로 107 ,061-862-6644
전남 ,전남 함평 해수찜갯벌마을,관광지,전남 함평군 함평읍 돌머리길 470 ,061-320-3447
강원 ,강원 양양 해담마을,관광지,강원 양양군 서면 구룡령로 2016 해담마을 ,033-673-2233
제주 ,제주 제주 섬머리도두마을,관광지,제주 제주시 도두1길 13 ,064-743-7337
충북 ,충북 진천 명심체험마을,관광지,충북 진천군 백곡면 명암길 302 명암리농촌체험장 ,043-532-8811
전남 ,전남 영암 도포원예마을,관광지,전남 영암군 도포면 호산로 52 영암도포원예마을정보센터 ,061-472-8866
전북 ,전북 김제 남포들녘마을,관광지,전북 김제시 성덕면 지평선로 124 ,063-545-4343
경남 ,경남 양산 배내골사과마을,관광지,경남 양산시 원동면 배내로 452 배내골사과 정보화마을 ,055-365-6262
제주 ,제주 서귀포 수산마을,관광지,제주 서귀포시 성산읍 수산서남로 17 수산정보화마을 ,070-7715-2800
전북 ,전북 군산 신시도섬마을,관광지,전북 군산시 옥도면 신시도길 83-6 ,063-463-4016
제주 ,제주 제주 김녕해녀마을,관광지,제주 제주시 구좌읍 일주동로 2045 김녕해녀 정보화마을 ,070-7098-4665
경기 ,경기 양평 화전마을,관광지,경기 양평군 용문면 화전로 295 화전2리마을회관 ,070-7765-3190
충남 ,충남 서산 회포마을,관광지,충남 서산시 대산읍 운산나루터길 37-16 ,070-8802-6635
경북 ,경북 포항 상옥참느리마을,관광지,경북 포항시 북구 죽장면 죽장로 1837 ,054-262-1008
경북 ,경북 안동 녹전토종마을,관광지,경북 안동시 녹전면 원매길 102-5 ,070-4236-3200
경북 ,경북 영주 소백산단산포도마을,관광지,경북 영주시 단산면 단산로 817 ,054-635-1138
경남 ,경남 거제 구조라관광어촌마을,관광지,경남 거제시 일운면 구조라로4길 3-1 구조라관광어촌 정보화마을 ,055-681-2749
강원 ,강원 홍천 팔봉참살이마을,관광지,강원 홍천군 서면 오도치길 6 ,033-435-1481
경남 ,경남 김해 칠산참외마을,관광지,경남 김해시 칠산로179번길 238 ,055-330-2708
경북 ,경북 김천 황악산반곡포도마을,관광지,경북 김천시 대항면 대룡1길 48-16 ,054-430-9800
강원 ,강원 동해 청정신흥마을,관광지,강원 동해시 서동로 825-1 ,033-522-2884
강원 ,강원 춘천 솔바우마을,관광지,강원 춘천시 사북면 솔바우길 195 ,033-250-3460
광주 ,광주 북구 무등산수박마을,관광지,광주 북구 송강로 236-3 ,062-510-1465
서울 ,웨슬리퀘스트 의정부 KB손해보험 스타즈(의정부실내체육관),스포츠관람,서울특별시 마포구  성암로 189 중소기업 DMC 타워 8층 웨슬리퀘스트,02-752-8041
서울 ,웨슬리퀘스트 안산 OK저축은행 러쉬앤케시(안산상록수체육관),스포츠관람,서울특별시 마포구  성암로 189 중소기업 DMC 타워 8층 웨슬리퀘스트,02-752-8041
전북 ,전북 정읍 옥정호청정마을,관광지,전북 정읍시 산내면 능교3길 12 ,063-538-6442
전남 ,전남 완도 개매기마을,관광지,전남 완도군 소안면 소안북로183번길 32 마을회관 ,061-555-0508
대구 ,대구 달성 신당수박마을,관광지,대구 달성군 옥포면 신당1길 6 ,053-668-3249
강원 ,강원 삼척 가시오가피마을,관광지,강원 삼척시 노곡면 문의재로 2470 ,033-573-2120
전북 ,전북 무주 하늘땅마을,관광지,전북 무주군 무풍면 대덕산로 151-5 ,063-322-9988
전남 ,전남 보성 강골마을,관광지,전남 보성군 득량면 역전길 15-9 ,061-853-2885
전남 ,전남 신안 신안배마을,관광지,전남 신안군 압해읍 중촌길 8 신안군배마을마을정보센터 ,061-271-0241
충북 ,충북 청주 청개구리쌀마을,관광지,충북 청주시 흥덕구 강내면 사곡송대길 113-33 ,043-231-2288
제주 ,제주 제주 우도유채꽃마을,관광지,제주 제주시 우도면 우도해안길 70 ,064-783-1020
강원 ,강원 철원 누에마을,관광지,강원 철원군 근남면 도덕동길 13 ,033-458-2584
경기 ,경기 연천 백학정보화마을,관광지,경기 연천군 백학면 청정로 532 백학 정보화마을 ,031-839-2995
강원 ,강원 인제 백담마을,관광지,강원 인제군 북면 만해로 410-17 ,033-462-4608
전남 ,전남 해남 땅끝송호마을,관광지,전남 해남군 송지면 송호길 35 땅끝송호 정보화마을 ,070-8826-9806
경기 ,경기 안성 과채류마을,관광지,경기 안성시 미양면 신계4길 20 ,031-674-4265
강원 ,강원 강릉 모래내한과마을,관광지,강원 강릉시 사천면 한과마을길 20 ,033-647-4819
전남 ,전남 광양 고로쇠마을,관광지,전남 광양시 옥룡면 신재로 1598 ,061-763-0745
전남 ,전남 광양 백학동마을,관광지,전남 광양시 진상면 신황길 66 ,061-772-1073
경북 ,경북 포항 기계장터마을,관광지,경북 포항시 북구 기계면 기계로 94 ,054-244-8805
전남 ,전남 무안 약초골한옥마을,관광지,전남 무안군 몽탄면 약곡길 179-6 약초골한옥 정보화마을 ,061-454-5500
강원 ,베니키아 호텔 공식 예약사이트(베니키아호텔협동조합),숙박,강원도 원주시  세계로 10 한국관광공사 베니키아호텔협동조합,02-518-3670
서울 ,웨슬리퀘스트 IBK기업은행 알토스(화성종합경기타운),스포츠관람,서울특별시 마포구  성암로 189 중소기업 DMC 타워 8층 웨슬리퀘스트,02-752-8041
강원 ,강원 정선 개미들마을,관광지,강원 정선군 남면 광락로 354 ,070-8876-9991
경남 ,경남 김해 대동화훼마을,관광지,경남 김해시 대동면 대동로610 대동면사무소 별관2층 ,055-330-2707
강원 ,강원 삼척 고무릉환선마을,관광지,강원 삼척시 신기면 고무릉길 49 ,033-541-4800
전남 ,전남 진도 행복한섬마을,관광지,전남 진도군 조도면 신전길 14-1 신전마을회관 ,061-542-4600
경남 ,경남 거제 어구낚시마을,관광지,경남 거제시 둔덕면 어구길 4-1 ,055-634-0440
경북 ,경북 포항 호미곶마을,관광지,경북 포항시 남구 호미곶면 해맞이로 153 ,054-284-9268
전남 ,전남 광양 섬진강재첩마을,관광지,전남 광양시 진월면 섬진강매화로 830 섬진강재첩 정보화마을 ,061-772-4698
경북 ,경북 포항 신광비학산학마을,관광지,경북 포항시 북구 신광면 죽성길 128 ,054-231-0965
강원 ,강원 평창 계방산마을,관광지,강원 평창군 용평면 운두령로 486 ,070-4248-1221
경기 ,경기 포천 비둘기낭마을,관광지,경기 포천시 영북면 비둘기낭길 25 ,031-536-9668
강원 ,강원 인제 미산마을,관광지,강원 인제군 상남면 내린천로 1484 ,033-463-9036
강원 ,강원 영월 효자열녀마을,관광지,강원 영월군 북면 삼방산길476 효자열녀정보화마을 ,033-375-8985
전북 ,전북 진안 마이산골마을,관광지,전북 진안군 마령면 덕천로 54 덕천보건진료소 ,063-433-8899
전북 ,전북 임실 박사골마을,관광지,전북 임실군 삼계면 세심길 43-24 박사골 정보화마을 ,063-642-7076
경북 ,경북 칠곡 금남오이꽃동산마을,관광지,경북 칠곡군 왜관읍 금남7길 35-23 금남 오이꽃동산 정보화마을 ,054-977-5289
경남 ,경남 사천 고읍단감마을,관광지,경남 사천시 정동면 고읍길 223 고읍단감 정보화마을 ,055-852-7634
경기 ,경기 양평 보릿고개마을,관광지,경기 양평군 용문면 연안길 23 ,031-774-7786
강원 ,강원 영월 술빛고을,관광지,강원 영월군 주천면 주천로 103 ,033-370-1650
경남 ,경남 하동 옥종딸기마을,관광지,경남 하동군 옥종면 북방우회길 7-4 옥종딸기 정보화마을 ,055-880-6409
경기 ,다이노스타 용인(주식회사 트웰브펀),관광지,경기도 용인시 수지구  동천로 593 다이노스타 용인,1661-2050
강원 ,강원 횡성 밤두둑마을,관광지,강원 횡성군 횡성읍 반곡3길 6 ,033-344-7675
경남 ,경남 하동 삼신녹차마을,관광지,경남 하동군 화개면 삼신길6-3 ,055-880-2767
경기 ,경기 화성 가시리마을,관광지,경기 화성시 남양서로 348번길 9 ,031-355-5010
경북 ,경북 성주 가야산녹색체험마을,관광지,경북 성주군 수륜면 백운1길 40 가야산녹색체험 정보화마을 ,054-931-9249
강원 ,강원 영월 삼굿마을,관광지,강원 영월군 중동면 유전길 115 ,033-378-3223
제주 ,제주 서귀포 상예마을,관광지,제주 서귀포시 존제로15번길 2 ,064-738-0562
전남 ,전남 나주 봉황황토마을,관광지,전남 나주시 봉황면 봉황로 753 봉황황토 정보화마을 ,061-334-7900
충남 ,충남 서산 금박골마을,관광지,충남 서산시 지곡면 환성2길 62 ,070-7763-2880
경북 ,경북 안동 안동포마을,관광지,경북 안동시 임하면 금소길 341-12 ,054-822-1112
경북 ,경북 의성 안평자두마을,관광지,경북 의성군 안평면 가도길 64 ,054-833-3322
경기 ,경기 연천 고려마을,관광지,경기 연천군 미산면 청정로723번길 5 고려 정보화마을 ,031-835-5340
경기 ,경기 연천 호랑이배꼽마을,관광지,경기 연천군 왕징면 왕산로 842 동중리새마을회관 ,031-833-9900
제주 ,제주 제주 영평마을,관광지,제주 제주시 아봉로 248 ,064-723-0828
경기 ,경기 가평 잣마을,관광지,경기 가평군 북면 내촌길 50 ,031-582-6089
경북 ,경북 문경 새재팔영사과마을,관광지,경북 문경시 문경읍 팔영안길 102-2 새재 팔영사과 정보화마을 ,054-572-2886
경북 ,경북 울진 백암온천마을,관광지,경북 울진군 온정면 온정1길 46 백암온천마을정보센터 ,054-787-7620
강원 ,강원 고성 진부령흘리마을,관광지,강원 고성군 간성읍 흘리길 185 ,070-8849-7014
전북 ,전북 김제 외갓집마을,관광지,전북 김제시 금구면 사방길 110-5 ,063-547-0087
제주 ,제주 서귀포 무릉도원마을,관광지,제주 서귀포시 대정읍 중산간서로 2868 무릉도원 정보화마을 ,070-8888-7966
전북 ,전북 부안 구름호수마을,관광지,전북 부안군 진서면 운호길 29 구름호수 정보화마을 ,063-584-7366
전남 ,전남 장성 황룡마을,관광지,전남 장성군 황룡면 내황길 69 황룡 정보화마을 ,061-394-0044
경기 ,경기 파주 통일마을(파주통일정보화마을),관광지,경기 파주시 군내면 통일촌길 220 ,070-7797-8250
강원 ,강원 인제 하추마을,관광지,강원 인제군 인제읍 하추로183 ,070-4404-4481
전북 ,전북 부안 후촌갈대숲마을,관광지,전북 부안군 줄포면 후촌길 67 후촌정보화마을 ,063-583-3099
강원 ,강원 강릉 복사꽃마을,관광지,강원 강릉시 주문진읍 신리천로 527-3 ,033-661-5208
부산 ,부산 기장 임랑해맞이마을,관광지,부산 기장군 장안읍 임랑2길 1-6 ,051-727-7328
경북 ,경북 의성 모흥황토마을,관광지,경북 의성군 구천면 모흥2길 22 ,054-861-9556
경북 ,경북 영양 수비산촌마을,관광지,경북 영양군 수비면 원역길 46 ,054-682-2700
경북 ,경북 구미 금오산찰쌀보리마을,관광지,경북 구미시 고아읍 오로3길 9 마을회관 2층 ,054-482-5330
경기 ,경기 양평 미사랑마을,관광지,경기 양평군 지평면 지평로 878 ,031-773-9443
강원 ,강원 정선 가리왕산마을,관광지,강원 정선군 정선읍 벽탄길 9 ,033-563-2227
충북 ,충북 옥천 배바우청정마을,관광지,충북 옥천군 안남면 연주길 16 ,043-731-3311
충북 ,충북 괴산 둔율올갱이마을,관광지,충북 괴산군 칠성면 둔율길 142 괴산둔율올갱이마을 ,043-830-3903
경북 ,경북 칠곡 동안꿀벌참외마을,관광지,경북 칠곡군 약목면 동안3길 22 ,054-974-5476
강원 ,강원 홍천 살둔마을,관광지,강원 홍천군 내면 내린천로 638 ,070-7793-0366
강원 ,강원 홍천 삼생마을,관광지,강원 홍천군 서석면 구룡령로 2838 ,033-436-0101
경북 ,경북 영덕 영덕대게마을,관광지,경북 영덕군 강구면 영덕대게로 68 영덕대게 정보화마을 ,054-730-6682
경남 ,경남 거창 서변마을,관광지,경남 거창군 거창읍 모곡2길 22 서변 정보화마을 ,055-940-3951
충북 ,충북 청주 평동전통떡마을,관광지,충북 청주시 흥덕구 평동로 147 ,043-232-7075
경남 ,경남 합천 아이스딸기마을,관광지,경남 합천군 율곡면 제내로 74 ,055-933-4336
경북 ,경북 청도 신도새마을발상지마을,관광지,경북 청도군 청도읍 새마을안길 7-4 정보화마을 정보센터 ,054-373-4007
경북 ,경북 김천 양각자두마을,관광지,경북 김천시 구성면 양각길 202 ,054-434-1115
강원 ,강원 고성 화진포마을,관광지,강원 고성군 현내면 초도2길 4 ,033-682-5700
경기 ,경기 군포 오금마을,관광지,경기 군포시 오금로 43 율곡아파트 ,031-344-5959
경기 ,경기 남양주 고로쇠마을,관광지,경기 남양주시 수동면 비룡로 1705번길 30 ,031-511-2521
경기 ,경기 양평 소리산마을,관광지,경기 양평군 단월면 석산로 1405 ,031-772-6076
경기 ,경기 여주 그린투어마을,관광지,경기 여주시 능서면 광대1길 10-1 ,031-881-5454
경기 ,경기 가평 반딧불마을,관광지,경기 가평군 설악면 묵안로 182 ,031-585-8556
강원 ,강원 속초 하도문쌈채마을,관광지,강원 속초시 설악산로 110 ,033-638-3122
경북 ,경북 영덕 영덕복숭아마을,관광지,경북 영덕군 지품면 경동로 7682 ,054-730-6695
경남 ,경남 밀양 얼음골사과마을,관광지,경남 밀양시 산내면 산내로 1190 다동 ,055-356-5942
대구 ,동남필방,미술,대구 중구 봉산문화길 86(봉산동) 1층 동남필방 ,053-422-4000
경기 ,경기 여주 팜스테이마을,관광지,경기 여주시 금사면 윗범실길 8-3 팜스테이 정보화마을 ,031-886-5552
경기 ,경기 여주 해바라기마을,관광지,경기 여주시 강천면 부평로 368 해바라기마을정보센터 ,031-886-8668
경기 ,경기 연천 수철성마을,관광지,경기 연천군 전곡읍 양원로46번길 13-5 ,031-832-9204
경기 ,경기 용인 학일마을,관광지,경기 용인시 처인구 원삼면 학일로 117 학일 정보화마을 ,031-334-7991
경기 ,경기 포천 지동산촌마을,관광지,경기 포천시 신북면 지동길 114-11 ,031-535-5399
강원 ,강원 화천 토고미마을,관광지,강원 화천군 상서면 토고미길 22-8 ,033-441-7254
충북 ,충북 청주 고드미마을,관광지,충북 청주시 상당구 낭성면 귀래길 165-19 ,043-288-3651
충북 ,충북 영동 비단강숲마을,관광지,충북 영동군 양산면 수두1길 20-27 비단강숲 정보화마을 ,043-745-0746
충남 ,충남 공주 정안밤톨이마을,관광지,충남 공주시 정안면 북계새뜸길 61 ,041-854-7770
충남 ,충남 아산 기쁨두배마을,관광지,충남 아산시 둔포면 석곡길 101 ,041-532-6754
충남 ,충남 논산 햇빛촌바랑산마을,관광지,충남 논산시 양촌면 바랑산2길 60 ,041-741-4978
충남 ,충남 금산 추부깻잎마을,관광지,충남 금산군 추부면 하마전로 36 ,041-754-5064
충남 ,충남 청양 구기자/고추마을,관광지,충남 청양군 목면 안심길 166-1 ,041-940-2400
충남 ,충남 홍성 용봉산체험마을,관광지,충남 홍성군 홍북면 이응노로 287 ,041-632-0090
충남 ,충남 예산 증실골사과마을,관광지,충남 예산군 응봉면 증곡길 95 ,070-7753-8823
전북 ,전북 완주 봉서골마을,관광지,전북 완주군 용진면 간중길 4 ,063-244-0684
경북 ,경북 영천 보현산별빛포도마을,관광지,경북 영천시 화남면 천문로 1212 ,054-330-6765
경남 ,경남 창녕 모산양파마을,관광지,경남 창녕군 대지면 우포2로 975 ,055-533-1600
전북 ,전북 익산 두동편백마을,관광지,전북 익산시 성당면 두동길 15 ,063-862-8600
경북 ,경북 고령 안림딸기마을,관광지,경북 고령군 쌍림면 안림3길 5 안림딸기 정보화마을 ,054-956-2423
경북 ,경북 영양 선바위마을,관광지,경북 영양군 방전1길 47 선바위정보센터 ,054-683-1236
경기 ,경기 양주 초록지기마을,관광지,경기 양주시 남면 양연로173번길 26 ,031-863-4666
경기 ,경기 화성 물꽃마을,관광지,경기 화성시 남양로 1362번길 40 ,031-366-9158
충북 ,충북 증평 증안골정보화마을,관광지,충북 증평군 증평읍 삼보로 113 ,043-835-3893
경북 ,경북 예천 금당실마을,관광지,경북 예천군 용문면 금당실길 54 예천금당실마을 ,054-654-2222
강원 ,강원 동해 심곡약천마을,관광지,강원 동해시 약천길 61 ,070-7769-8672
충남 ,충남 태안 대야도마을,관광지,충남 태안군 안면읍 대야로325 ,070-8887-9673
전북 ,전북 고창 성기복분자마을,관광지,전북 고창군 아산면 성기길 80-5 성기복분자마을정보센터 ,063-564-2499
전남 ,전남 나주 나주평야마을,관광지,전남 나주시 남평읍 방축2길 21-8 나주평야 정보화마을 ,061-332-0800
경남 ,경남 합천 하남양떡메마을,관광지,경남 합천군 초계면 국사봉로 903 하남양떡메 정보화마을 ,055-931-7622
경기 ,경기 화성 제부모세마을,관광지,경기 화성시 서신면 제부말길 96 ,031-357-3808
전남 ,전남 무안 월선리예술인촌마을,관광지,전남 무안군 청계면 예술촌길 148 월선권역 다목적회관 1층 월선리 예술인촌 정보화센타 ,061-452-6995
제주 ,제주 서귀포 월평화훼마을,관광지,제주 서귀포시 월평로 43 월평마을회관 ,070-7098-0792
경기 ,경기 양주 맹골마을,관광지,경기 양주시 남면 휴암로443번길 29-6 맹골 정보화마을 ,031-863-6978
충남 ,충남 태안 만리포마을,관광지,충남 태안군 소원면 서해로 33-48 ,041-672-1292
전남 ,전남 영암 삼호무화과마을,관광지,전남 영암군 삼호읍 관광레저로 2996 ,061-461-1111
서울 ,중앙악기주식회사,음악,서울특별시 종로구  삼일대로 428 낙원상가 320호 (낙원빌딩 3층),02-3672-6000
충북 ,유림필방,미술,충청북도 청주시 흥덕구  흥덕로 106 ,043-223-0194
전남 ,전남 영암 시종달보는마을,관광지,전남 영암군 시종면 월롱길 38 시종달보는 정보화마을 ,061-471-5002
경북 ,경북 울릉 황토구미마을,관광지,경북 울릉군 서면 태하2길 8 황토구미마을정보센터 ,054-790-6310
서울 ,관악구시설관리공단,체육시설,서울 관악구 남부순환로 1369 관악농협농산물백화점 5층 2호 ,02-2081-2600
부산 ,주말엔(WEEKEND JUMALN),여행사,부산광역시 중구  대청로141번길 3 다온빌딩 2층,051-468-7474
전북 ,태권도원(태권도진흥재단),관광지,전라북도 무주군 설천면 무설로 1482 체험관 ,063-320-0114
대전 ,e숲안애(산림복지진흥원 통합예약사이트),관광지,"대전 서구 둔산북로 121, 209호 ",042-719-4000
경기 ,화성시우리꽃식물원,관광지,경기 화성시 팔탄면 3.1만세로 777-18 ,031-5189-6164
전북 ,사단법인 한국공예문화협회 전라북도 관광기념품 100선판매관,미술,전라북도 전주시 완산구  은행로 96-1 ,063-288-9111
충북 ,충북 단양 황토육쪽마늘마을,관광지,충북 단양군 매포읍 응실길 99 ,043-421-4493
충남 ,충남 홍성 문당환경농업마을,관광지,충남 홍성군 홍동면 문당길 141 ,041-631-3537
충남 ,충남 홍성 속동갯벌마을,관광지,충남 홍성군 서부면 남당항로 689 ,070-7763-8450
충남 ,충남 보령 사현포도마을,관광지,충남 보령시 남포면 사현1길 29-24 ,041-932-6000
경북 ,국립백두대간수목원,관광지,경상북도 봉화군 춘양면 춘양로 1501 ,054-679-0852
충남 ,장안스포츠,체육용품,충청남도 공주시  웅진로 158-1 ,041-855-2661
강원 ,송이밸리자연휴양림(양양군청),관광지,강원도 양양군 양양읍 고노동길 98-50 ,033-670-2644
서울 ,art#(아트샵)((사)한국예술문화단체총연합회),미술,서울특별시 양천구  목동서로 225 예술인회관 9층 한국예총,02-2655-3001
경기 ,KT위즈(㈜케이티스포츠),체육용품,경기 수원시 장안구 경수대로 893 수원KT위즈파크(조원동) ,1899-5916
서울 ,롯데컬처웍스㈜롯데시네마 도곡(온라인),영상,서울 강남구 남부순환로 2753 ,1544-8855
경기 ,wendy book(웬디북)((주)앤서블미디어),도서,경기도 파주시  문발로 453-1 1층 ,1800-9785
대전 ,한화이글스샵((주)케이엔코리아),체육용품,대전광역시 중구  대종로 373 한화생명 이글스파크 이글스샵,070-4904-9956
충북 ,충북 영동 황산포도마을,관광지,충북 영동군 학산면 죽촌리길 15 황산포도 정보화마을 ,043-743-5703
경북 ,경북 봉화 청량산비나리마을,관광지,경북 봉화군 명호면 비나리길 156 ,054-673-1927
전북 ,전북 완주 서두마을,관광지,전북 완주군 봉동읍 서정길 90 ,063-261-6833
강원 ,강원 화천 하늘빛호수마을,관광지,강원 화천군 하남면 호수마을길 39 ,033-441-6758
전북 ,전북 고창 반암마을,관광지,전북 고창군 아산면 반암안길 23-5 ,063-564-1153
경북 ,경북 예천 국사골마을,관광지,경북 예천군 유천면 사곡길 70-2 ,054-653-1661
서울 ,U+모바일tv((주)엘지유플러스),영상,서울특별시 용산구  한강대로 32 ,1544-0010
경기 ,국립수목원,관광지,경기 포천시 소흘읍 광릉수목원로 509 ,031-540-2000
경북 ,경북 문경 우로실마을,관광지,경북 문경시 호계면 우로2길 3 우로실 정보화마을 ,054-554-3223
광주 ,광주 서구 상무우미아트빌,관광지,광주 서구 상무민주로 120 우미아트빌아파트 201동 107호 ,062-360-7532
부산 ,부산 강서 솥뚜껑토마토마을,관광지,부산 강서구 정관길 109 ,051-970-4345
강원 ,강원 평창 의야지바람마을,관광지,강원 평창군 대관령면 사부랑길 8 ,070-4405-0023
제주 ,제주 제주 상명정낭마을,관광지,제주 제주시 한림읍 상명1길 16-1 상명정낭 정보화마을 ,064-796-1554
경북 ,경북 구미 신라불교초전지마을,관광지,경북 구미시 도개면 도개다곡길 394 ,054-472-5318
경기 ,경기 양평 유기농마을,관광지,경기 양평군 옥천면 하사천길 14 ,070-8839-6250
제주 ,제주 서귀포 감산계곡마을,관광지,제주 서귀포시 안덕면 감산중로 29 감산계곡 정보화마을 ,070-7098-0658
전남 ,전남 진도 접도웰빙마을,관광지,전남 진도군 의신면 수품길 52-2 ,061-544-5006
